index,V8,V9,V10,V26,spf_id
10248,6638,95,127,-0.121,459202
1552,56456,53,126,-0.3087,700813
5848,12311,107,125,-0.0926,6606
16600,16288,96,127,-0.1101,876615
12110,20778,105,132,-0.08800000000000001,107219
16842,22158,102,132,-0.0889,579051
15421,34579,80,127,-0.1143,956200
15958,14167,83,141,-0.1146,190610
10729,43294,82,102,-0.2939,28522
17211,159918,80,108,-0.2629,752716
463,31251,87,109,-0.2511,588215
9212,16370,71,93,-0.3731,620400
17353,65282,80,103,-0.2857,742248
3910,28658,89,108,-0.2462,200199
1957,29002,89,103,-0.2473,480576
13497,23865,93,124,-0.1447,681658
8788,73055,77,111,-0.2329,814897
6973,20469,106,127,-0.0809,70600
14686,18671,99,124,-0.1317,290465
3278,71130,63,111,-0.2095,623432
13633,46972,86,111,-0.2022,105159
6659,53843,49,124,-0.1736,260588
4869,24070,112,140,-0.0206,967924
14989,14320,7,86,-0.6332,762586
1640,33607,88,119,-0.1871,276564
18799,10646,77,103,-0.3238,995788
9166,18651,66,108,-0.2715,579620
17800,86329,85,117,-0.1903,534158
16369,19434,90,110,-0.2254,533659
900,49094,93,127,-0.10800000000000001,680508
14489,60860,94,124,-0.1339,551931
18136,128770,29,111,-0.3592,653920
6223,217759,82,116,-0.2581,921769
14929,552220,96,133,-0.1123,259667
16293,655912,87,133,-0.1602,632158
3530,13961,107,127,-0.106,336351
7998,35410,118,141,-0.0085,522654
12170,54676,112,132,-0.0734,422103
17777,10070,108,127,-0.0957,462590
5527,10357,97,116,-0.1827,87415
7627,162939,104,127,-0.1042,621529
8608,9275,99,124,-0.1671,279896
14648,15359,103,126,-0.1241,509870
7009,17727,95,117,-0.1901,993782
10385,25182,101,127,-0.1409,694461
10714,342202,101,127,-0.0974,526820
16044,21582,19,99,-0.4698,316723
13440,27389,45,108,-0.3938,510004
8761,9441,44,109,-0.3586,798687
19822,7514,44,95,-0.4188,915965
7774,178741,11,127,-0.278,994814
3984,14298,61,121,-0.2453,990585
8516,27344,46,127,-0.1784,570087
1270,326345,0,134,-0.2332,547821
15707,27035,36,117,-0.3165,404043
8638,31824,121,141,0.0066,385022
18444,8359,70,95,-0.3598,488284
16761,34779,110,127,-0.0852,397334
1335,460547,19,120,-0.3241,654900
3091,5448,87,126,-0.1815,927667
16987,18075,77,110,-0.2939,676119
12556,41524,80,101,-0.3068,983960
2618,56018,73,108,-0.3288,729849
5872,5606,42,84,-0.5291,954556
4729,650853,68,124,-0.27,618519
8284,30769,113,140,-0.0148,8896
14694,5843,102,127,-0.1049,609732
5133,9778,103,143,-0.0451,610105
17678,15526,119,141,0.0025,732671
10393,13131,125,143,0.0362,960906
14147,27453,87,127,-0.1489,580223
7677,7553,132,143,0.0729,352483
8114,389429,92,143,-0.1135,555563
3171,32459,112,134,-0.0643,122158
2673,11759,125,143,0.0322,932538
12541,13742,95,118,-0.1805,985673
16305,7331,21,79,-0.585,896423
11107,7873,102,134,-0.0955,586714
10134,11422,114,141,-0.0085,266960
16824,9217,120,140,0.0001,816714
8793,6994,114,140,-0.0414,747844
17580,7769,111,140,-0.0366,482768
13665,12615,111,135,-0.0614,330656
12534,10024,108,126,-0.0894,675024
11805,8995,112,132,-0.0504,42651
6879,10361,58,188,-0.0129,503736
17467,9556,104,149,-0.0046,208352
18328,10827,123,141,0.0315,10644
18626,16734,125,143,0.0376,335842
15114,2034,102,124,-0.1172,227055
40,4606,125,143,0.0281,189539
9115,16937,123,141,0.0257,43726
15531,9057,91,111,-0.2138,902503
14807,93355,100,134,-0.1149,228575
15705,239860,109,247,-0.0336,112647
2302,40498,77,127,-0.1929,229747
2391,86830,80,129,-0.1886,305756
1423,18514,105,128,-0.0903,312446
5140,11369,86,115,-0.214,757181
14864,11618,77,122,-0.2038,812492
5739,11910,75,123,-0.1979,979745
7520,18067,87,127,-0.1648,293621
4858,349860,65,122,-0.2371,646222
14894,144769,72,104,-0.2988,214577
1710,55239,56,94,-0.4207,549099
18245,144252,56,99,-0.4218,956457
12505,87496,83,132,-0.1519,547143
11882,68984,81,110,-0.2399,424215
15015,76361,59,106,-0.3714,743956
1201,91488,57,101,-0.3958,763254
19262,78978,59,106,-0.3805,997363
243,61497,63,106,-0.3628,960548
7056,69375,63,101,-0.3712,600600
5826,7145,105,127,-0.0849,923798
16865,17673,85,120,-0.183,919168
16502,6470,110,129,-0.064,414700
5011,35740,91,123,-0.1615,568284
16666,41469,52,148,-0.122,438773
10715,45627,113,141,-0.0098,985183
16355,20399,97,124,-0.1386,924299
6019,24102,84,133,-0.1668,726515
16021,3918209,19,134,-0.1801,43279
3400,20570,82,101,-0.3013,731311
945,146487,83,124,-0.2199,619404
3508,160146,110,136,-0.0248,574581
15154,10888,96,111,-0.205,651090
2620,65200,61,96,-0.3536,928880
7482,44609,97,119,-0.1682,399092
19053,16987,85,103,-0.2787,954107
8003,27974,96,119,-0.1594,664213
15913,76627,85,127,-0.1986,447123
5519,99456,87,116,-0.2245,553286
10604,16548,101,133,-0.0632,746656
10028,20590,67,133,-0.1578,923569
14429,110262,72,125,-0.1835,711514
14648,6761,91,116,-0.1747,594060
6518,11746,100,119,-0.1581,599473
1206,6207,78,114,-0.2303,9498
2753,15513,91,127,-0.1755,398367
3052,8602,98,125,-0.1272,267062
10601,15397,95,131,-0.122,248615
5484,10160,66,133,-0.2141,306164
10898,334869,66,159,-0.0596,261813
1903,41492,133,151,0.1063,861937
830,10621,129,148,0.0638,203706
3207,10476,129,151,0.106,953049
14760,541426,16,125,-0.2972,895601
750,9452,101,127,-0.1103,998392
13719,8537,97,133,-0.0737,275706
6773,7241,86,118,-0.2251,23348
3366,23817,68,103,-0.3307,85348
18047,8595,97,117,-0.1606,602323
17654,9956,101,134,-0.0629,971921
10155,47513,103,132,-0.0924,827233
6486,10855,95,118,-0.1686,928624
12158,6243,96,127,-0.1132,512935
19175,17114,92,129,-0.1374,353862
15772,6396,97,126,-0.1234,83284
6841,6557,76,102,-0.3077,985362
19860,13334,67,118,-0.2816,199143
17392,8485,90,116,-0.1916,565232
19885,6554,113,141,-0.0339,513786
16641,9944,131,151,0.0942,455197
4768,8448,89,129,-0.1539,174303
13699,8193,78,103,-0.2808,519571
1611,16217,95,125,-0.1497,364532
11669,82565,67,133,-0.1772,913406
16221,6293,104,142,-0.0545,866768
16668,10515,111,132,-0.0665,917756
18760,17768,105,132,-0.0746,115067
7639,12304,100,124,-0.1261,366439
8780,4998,112,125,-0.0703,100077
3442,7605,97,134,-0.0998,545278
3983,5907,115,132,-0.0582,489329
19228,30229,75,124,-0.1828,123469
8140,73236,71,132,-0.1291,457119
12643,4552,93,118,-0.2097,754613
17002,2576,99,110,-0.195,719993
10598,9462,107,125,-0.0874,330424
19744,7451,97,124,-0.14400000000000002,462499
11944,37407,80,132,-0.2015,675075
7051,19028,66,125,-0.2298,907322
7178,45783,82,127,-0.1381,934487
18582,6634,114,133,-0.0402,923853
19992,8836,110,134,-0.0544,284177
19341,26255,108,127,-0.0843,411907
10533,45673,123,143,0.0343,388392
13456,28320,86,126,-0.1587,823935
13028,7836,107,127,-0.0997,694038
16514,11890,67,125,-0.2323,154806
7619,11535,85,133,-0.1251,175962
13223,16593,108,133,-0.0674,333368
5834,10685,61,94,-0.3995,763472
2072,11803,41,95,-0.4273,14221
4758,15757,61,124,-0.2673,689182
5224,92750,24,133,-0.2606,175287
9354,15635,81,126,-0.1857,193158
5460,1966409,46,135,-0.2248,337593
11408,17250,49,87,-0.4588,410821
17152,25181,104,143,-0.045,188586
14025,30746,77,126,-0.1482,725571
8145,22484,95,127,-0.1473,557594
8299,28818,106,125,-0.0994,289481
12590,16182,84,109,-0.2563,197613
16569,7264,84,118,-0.2007,599598
14954,22191,0,37,-0.8603,864436
16995,7043,111,127,-0.0829,422557
10081,7193,102,124,-0.1355,792631
2201,32153,114,134,-0.0521,1623
10788,29002,0,39,-0.885,115011
5722,27135,106,127,-0.0979,955539
6583,9860,103,118,-0.1535,441310
6158,262543,70,103,-0.3257,81746
12153,275133,89,124,-0.2012,499019
9014,118631,93,119,-0.1769,178136
7619,6335,117,134,-0.0296,715467
19814,8813,118,141,-0.0022,703348
17650,275539,79,124,-0.2372,515876
7572,7716,117,134,-0.0277,414931
7000,782154,80,134,-0.2395,287821
12621,6613,94,119,-0.1928,330921
14876,178588,87,124,-0.2073,24571
17939,67967,29,93,-0.5462,124984
9587,543449,69,109,-0.3103,67940
1119,11981,108,125,-0.1,222288
1178,36600,78,101,-0.3093,105251
10186,12173,70,86,-0.4056,375129
14034,80754,75,95,-0.3274,339920
6554,38223,84,108,-0.2663,756337
15373,49038,86,110,-0.2338,646668
7546,17560,86,101,-0.2703,496667
5983,54451,94,111,-0.2004,116990
4513,83708,77,103,-0.3131,93848
14375,156200,90,119,-0.1859,974773
127,116653,104,127,-0.0941,843709
13928,125462,84,117,-0.2312,78064
11682,236010,104,135,-0.0753,794295
18913,414252,113,143,-0.0184,578120
10615,287273,113,143,-0.0161,113023
8777,132331,112,143,-0.0228,179313
3960,10477,95,111,-0.2053,269958
18313,20199,117,140,-0.0137,140886
9637,14763,72,93,-0.3663,347308
3258,37960,95,127,-0.1453,123953
3988,20245,178,197,0.4379,57409
4603,19450,128,143,0.0479,867394
13364,19116,124,140,0.0229,618620
19723,16070,103,126,-0.1032,736332
16718,21556,92,119,-0.1785,856523
13996,23587,86,119,-0.1846,563887
747,11635,94,116,-0.1956,568593
10510,16849,104,119,-0.1283,84012
14121,14926,105,124,-0.1166,281752
1062,26034,93,127,-0.1157,665350
4222,11570,93,118,-0.1783,507328
870,17923,106,125,-0.1138,399645
14600,18656,104,119,-0.122,429826
18150,14132,77,119,-0.1699,350522
10756,14278,104,119,-0.1285,962145
11936,22124,53,125,-0.2035,278987
9123,14830,111,127,-0.0877,952657
19615,12317,86,124,-0.1776,194371
18645,13193,110,125,-0.0959,153912
17117,14835,82,124,-0.1722,733285
1351,15646,105,124,-0.1331,726429
5952,12480,61,119,-0.25,300531
13062,11931,75,118,-0.2718,866073
8097,8344,118,143,0.0029,308681
11451,8602,63,95,-0.366,397333
10778,27326,104,126,-0.1215,456281
7801,35659,116,128,-0.0524,994847
10593,42582,107,127,-0.1081,421302
1197,26321,121,141,0.013000000000000001,826325
15247,19464,121,140,0.0004,342939
1270,31349,73,116,-0.3178,320614
79,4761,79,102,-0.3112,203331
3396,18471,104,127,-0.1092,423404
367,374117,169,199,0.4195,328711
6418,230693,104,127,-0.0902,557559
17615,7882,107,127,-0.0809,306165
14520,85442,90,119,-0.2034,597792
12546,5637,86,103,-0.2536,656571
7701,61079,85,118,-0.2353,963438
2083,10030,113,140,-0.0205,360458
17392,6782,114,135,-0.0366,942578
766,6764,97,126,-0.1477,121522
16811,8127,104,127,-0.09300000000000001,241216
18072,6702,76,101,-0.32,423372
3279,58157,93,119,-0.1633,57738
463,9690,102,123,-0.1197,465393
14249,58088,91,133,-0.1421,494190
707,60518,118,141,0.0212,981544
7299,66987,107,135,-0.0705,577194
1786,34165,109,133,-0.0764,467455
14056,42778,107,134,-0.0869,58809
18695,23642,101,127,-0.1034,574989
6794,31538,109,127,-0.084,203401
17386,28625,112,133,-0.0524,40590
18101,30361,118,140,-0.0034,661077
5218,31245,118,140,0.0045,884064
16136,43551,119,143,0.0096,368013
16439,31667,116,135,-0.026000000000000002,227240
19195,27232,119,142,0.0035,405960
7120,46442,121,143,0.0051,262720
11829,13352,96,116,-0.1851,703761
6624,13352,96,116,-0.1851,95498
11837,61937,85,117,-0.2544,690637
13682,27785,84,127,-0.2463,970839
17323,47440,97,127,-0.146,374223
6671,47204,114,140,-0.0371,932956
5521,21098,96,118,-0.188,567169
6182,182339,96,127,-0.1449,846063
742,75121,113,133,-0.0488,697349
19874,25491,114,141,-0.0238,440934
17374,19189,112,135,-0.063,246068
12580,16579,105,127,-0.1129,591598
19684,23782,87,119,-0.2094,644461
1437,12235,107,124,-0.0983,361793
8867,6167,106,127,-0.1078,325959
1509,7105,118,140,-0.0088,452810
1773,130201,96,127,-0.1394,79644
10310,7683,101,130,-0.0905,818836
8552,517021,42,143,-0.1511,591122
3865,9791,104,130,-0.0894,666063
16463,7164,92,124,-0.1646,240038
16752,4277,117,127,-0.0453,57836
6183,4834,79,116,-0.2874,812861
15355,5791,87,126,-0.2332,823544
2602,6859,80,116,-0.2759,765311
18694,6481,79,103,-0.3158,436176
3008,6049,77,101,-0.305,874510
16672,6996,80,124,-0.2513,763678
14590,6165,87,111,-0.2232,316280
8429,5035,81,126,-0.2435,337444
17038,6116,86,124,-0.2167,493834
12131,9265,86,126,-0.24600000000000002,101206
6223,6886,102,123,-0.1181,225051
2979,29699,107,140,-0.0332,94685
15130,20121,52,125,-0.2855,912161
12545,4385,121,143,0.0076,607781
8575,16771,101,133,-0.1147,416781
5429,13657,124,141,0.0359,728393
9360,6302,107,126,-0.1048,991628
14487,39229,91,126,-0.1603,872765
8366,12587,103,135,-0.0978,544665
18151,2765,64,93,-0.4,459667
19494,7859,106,127,-0.0971,547266
960,8495,88,124,-0.2192,409229
18417,14429,103,132,-0.1053,608467
11641,11776,104,133,-0.0891,708261
15851,60497,89,126,-0.1893,225681
14440,4690,29,71,-0.6017,6387
4686,7119,33,78,-0.5754,908151
9746,7015,36,71,-0.594,64706
14100,14187,161,181,0.3354,253497
9099,4642,110,134,-0.0701,658862
12862,6356,191,207,0.5518,83039
2026,8361,190,207,0.5552,174578
17646,22198,179,197,0.4573,915645
8587,6430,172,189,0.3954,872231
13298,9996,147,166,0.2202,601655
5560,7658,175,190,0.4245,290192
876,10612,179,197,0.4545,243947
6244,5942,167,182,0.3654,924159
646,6999,172,189,0.402,371534
14430,51176,160,182,0.3283,165613
15923,16675,151,172,0.2407,287056
13337,23023,173,196,0.4275,730046
5453,17813,162,189,0.3643,852758
5850,33183,133,165,0.1522,599180
8294,25944,192,212,0.5591,77553
3164,19974,151,175,0.2896,443634
6306,19935,162,181,0.3426,410933
4925,16669,153,175,0.2894,222211
19018,24156,145,167,0.2175,547670
6320,23072,161,175,0.3157,147937
11762,32920,135,158,0.133,234194
16068,20557,132,151,0.1076,296469
11286,16728,144,158,0.1774,340085
17141,16891,135,156,0.1279,847026
10258,16455,145,159,0.1903,119103
6715,18402,150,172,0.2394,560674
15014,3202,40,86,-0.528,371940
18190,7750,102,164,0.0091,126451
11041,5702,40,84,-0.5454,320511
9105,7045,80,156,-0.1264,2039
17631,5644,56,151,-0.152,567540
7593,10838,72,198,-0.0796,113239
10005,6442,28,101,-0.4148,759302
15446,5714,24,93,-0.5301,316533
13266,4712,14,87,-0.5455,68580
18043,6479,87,158,-0.0626,818111
4817,95390,77,167,-0.0626,414659
2045,6105,80,159,-0.0828,677871
399,8808,95,166,0.012,898890
7973,6299,99,148,-0.0351,430716
6507,8355,85,165,0.0042,581756
17088,11010,52,191,0.0002,593616
5588,4727,80,93,-0.3286,638001
804,21612,65,174,-0.024,939283
1639,7943,79,125,-0.1835,710691
13267,6345,102,127,-0.1148,219260
1739,7618,100,165,0.0261,924098
18445,6578,84,159,-0.0304,555152
5632,7281,97,150,-0.0359,293964
19386,9247,92,190,0.1288,110272
10337,7498,101,180,0.0848,406551
9573,28592,121,151,0.0688,589717
9564,17756,101,127,-0.1108,841555
14717,7484,122,150,0.0631,398893
14130,9115,110,141,-0.0377,698509
4959,6193,107,143,-0.0513,199498
2746,9329,112,134,-0.0535,315713
11400,10583,115,143,-0.0039,429851
14839,7263,64,102,-0.3765,840034
19299,2388,51,87,-0.467,129296
12081,10526,35,84,-0.5076,767187
1176,12773,35,86,-0.4856,344267
2192,4538,118,140,0.013000000000000001,453968
17912,17085,112,142,0.0036,704322
986,240091,105,140,-0.0493,560016
16783,8701,113,142,-0.0148,442792
10174,17042,109,135,-0.0689,828234
19656,16498,116,148,0.0229,707989
371,26766,114,143,0.0102,169664
7522,95173,91,132,-0.1354,964448
3533,39556,104,132,-0.0884,559204
4737,7211,114,150,0.0243,518054
18985,48528,111,143,-0.0049,8678
4705,6697,110,143,-0.0128,15297
19980,8140,102,141,-0.0508,843879
14472,9934,109,148,0.0212,872999
6796,9247,111,143,-0.0104,272794
7136,12942,114,141,-0.0087,432130
10397,3166,124,140,0.0306,473407
5992,7508,117,135,-0.0224,782153
8422,12566,124,143,0.0334,72340
14838,8140,118,141,0.0094,777606
2670,17621,120,140,0.0049,853804
8546,7914,124,143,0.0305,937488
19880,19691,122,143,0.0325,601579
2708,35565,125,143,0.0368,17830
6475,11877,117,143,-0.0129,257907
14740,8596,120,143,0.0023,8546
15859,7145,125,143,0.0337,614734
14946,10345,115,141,-0.0263,333098
14155,9948,125,143,0.0362,784078
4326,39911,116,140,-0.0195,57608
17298,23155,105,126,-0.1132,966591
7767,27037,118,143,0.0106,900146
16615,41053,115,140,-0.0251,885568
19455,31838,104,126,-0.1148,906421
9942,19738,107,125,-0.0929,517312
12027,33476,113,128,-0.0558,7487
4725,23925,112,126,-0.0701,824326
2680,8717,120,141,0.0015,590018
10050,12775,123,142,0.0289,354410
5033,42686,65,117,-0.2622,364073
3959,30130,118,140,-0.0192,821856
6759,29911,119,142,-0.0056,256579
10107,26833,119,141,0.003,116953
11545,37820,116,140,-0.0118,255683
19538,46882,123,143,0.0317,350353
16076,35778,111,126,-0.0805,797886
14862,86424,119,143,0.0062,202700
729,35033,119,141,0.0026,369828
6320,34599,112,133,-0.0582,806310
6945,37572,120,140,0.0052,241219
775,52715,117,140,-0.0171,556248
5947,11682,101,133,-0.1139,771370
