V22,V23,V24,i_id,index
2.4314,1.1139,1.5563,11269,5905
2.5911,1.2305,1.6812,13194,9013
2.3365,1.1761,1.4624,9333,9064
1.7482,0.8451,1.0414,548,10252
2.0569,1.0792,1.1461,12383,6889
1.9956,1.0,1.1761,11176,708
2.3874,1.0792,1.5185,3454,4729
1.7482,0.9031,1.0,286,5289
2.4814,1.2041,1.3802,741,425
2.4885,1.1761,1.5441,95,2276
2.1430000000000002,0.9542,1.3617,15312,5392
2.2718,1.0792,1.3222,11081,5631
2.9405,2.2122,0.9031,8176,803
2.2304,1.5798,0.9031,704,2526
3.2438,2.3541,2.0294,3840,7625
1.6902,0.9542,0.8451,14137,2472
2.5832,1.5682,1.3424,12407,4387
2.2095,1.5798,1.0414,15704,1201
3.0442,2.1430000000000002,1.301,1019,10063
2.2504,1.301,1.301,14540,10897
2.1173,1.8325,0.301,4278,4098
2.8195,2.1761,0.9031,2127,6420
1.4624,1.2305,0.6021,15700,7375
3.0892,1.5911,1.6628,1755,7990
2.7292,2.0086,1.0792,6253,10083
3.2292,2.3747,1.1461,12163,7561
2.98,2.0374,1.2305,5436,9511
1.8751,1.2305,0.9542,7652,8546
1.7924,1.301,0.8451,5982,6475
1.8325,1.415,0.6021,1391,3740
1.8921,1.2553,1.0792,5749,9267
1.6902,1.2041,0.6990000000000001,11408,7596
1.7559,1.3979,0.6021,9365,5468
1.716,1.2787,0.6021,4789,10493
1.8865,1.2305,0.9542,2205,6076
1.6628,0.9542,0.9031,2368,807
1.7708,1.2305,0.9031,8809,6913
3.6342,2.5378,1.2553,6097,8395
4.0718,2.8048,1.4914,12676,7184
4.0072,2.7543,1.4771,6113,7073
2.5551,1.6233,1.2553,10691,7685
3.8241,2.6721,1.415,11266,4751
2.9917,2.1584,1.2787,7053,7098
3.1861,2.3181,1.2787,7559,5224
4.198,3.0741,1.4914,5843,609
3.2674,2.4683,1.0792,14030,3194
2.5353,1.9777,0.9031,12473,2370
2.2878,1.7559,0.7782,10205,10405
2.7218,2.0253,1.0414,7532,1527
2.5659,2.0,0.9031,13632,3358
2.1139,1.6021,0.7782,1368,1321
2.3541,1.6812,0.8451,4473,458
3.5127,2.6064,1.2041,9375,10160
2.3054,1.8633,0.6990000000000001,9420,6299
2.0864,1.7634,0.6990000000000001,11671,6871
2.0756,1.4314,0.9031,9659,1755
2.0453,1.5911,0.7782,3765,5269
1.7404,0.8451,1.1461,695,8413
3.0457,1.5315,1.8633,1761,6583
2.8228,1.4314,1.6233,6448,9693
2.7093,1.3222,1.6335,11258,9422
3.3508,1.8261,2.0043,13274,6413
2.2577,1.3424,1.2305,10343,6655
2.1584,1.2305,1.1761,1155,7109
2.1004,1.0792,1.1461,15374,10887
2.2945,1.1461,1.2305,3972,679
2.2355,1.1761,1.1761,13045,1405
1.8195,0.9031,1.0,9226,5677
1.8325,1.0414,0.9542,14590,2540
1.8062,1.0,0.9031,14542,3549
1.7781,0.9542,0.9542,2036,10740
1.6812,0.9031,0.9542,15382,9246
1.4914,0.9031,0.7782,13315,2171
1.8389,0.9542,1.0,889,8140
1.9395,1.0414,1.0414,14108,4771
1.8451,1.0,1.0414,4462,3288
1.9294,0.9031,1.1139,13487,8747
1.7324,0.9542,0.9031,4934,7826
1.6128,1.0414,0.7782,7737,1255
1.7559,1.0414,0.8451,12526,6683
2.2304,1.0414,1.3222,1664,9296
2.4116,1.1761,1.415,2144,7943
2.2967,1.2305,1.2305,8278,9387
2.1072,1.1139,1.1761,7052,10096
1.8325,1.0414,0.9542,7582,9055
2.0531,1.1461,1.1761,11983,9322
2.3263,1.2041,1.3424,11338,7574
1.7781,0.9031,1.0,11171,3921
1.9956,1.0792,1.0414,4682,2865
1.8692,1.0792,1.0414,5513,1082
2.0043,1.1761,1.2041,12503,7204
2.3345,1.1139,1.4771,9386,3664
1.7559,1.0,0.9542,9771,143
1.9345,1.0792,1.0414,14517,3812
2.3222,1.2305,1.2305,1223,10146
2.0414,1.0792,1.0792,575,2096
1.8195,1.0,0.9031,13610,5113
1.5185,0.8451,0.8451,13949,1830
1.9638,1.0,1.0792,6911,4994
2.0453,1.1461,1.1139,2623,181
2.1461,1.1761,1.1461,6862,2569
1.8692,0.9542,1.0414,7776,10757
2.6776,1.3979,1.3979,2645,2564
1.7708,0.9031,1.0,14359,7740
2.0934,1.0792,1.1139,8825,5978
2.0756,1.0792,1.1139,15274,7123
3.0871,1.6233,1.6902,3396,8615
1.8062,1.0,0.9031,13320,91
2.0,1.0414,1.0792,9647,5415
2.1903,1.2305,1.1461,7771,9164
3.1086,1.5798,1.7781,9672,4445
1.9138,1.0414,1.0414,7259,1273
1.8389,1.0414,0.9542,5783,7156
1.8325,0.9031,1.0414,14753,5463
2.281,1.1461,1.2553,15553,10893
2.659,1.301,1.4914,3884,6049
2.0569,1.0,1.1761,734,1732
1.7404,0.9031,0.9542,10249,1730
1.9294,1.0414,1.0414,4048,229
1.7324,0.9542,0.9542,4659,281
2.0719,1.0792,1.1139,7589,7575
1.7324,0.9542,1.0,1413,10013
1.9912,0.9542,1.0792,7063,4454
2.2624,1.0792,1.3222,1108,1457
2.7604,1.3424,1.5315,12447,2570
2.6542,1.3979,1.415,9018,1697
2.2878,1.2041,1.2305,13180,2803
1.8633,1.0,1.0,13032,9231
1.9345,1.0414,1.0,15565,9834
2.1367,1.1461,1.1461,4532,9646
1.8513,1.0414,0.9031,12490,8987
1.5185,0.8451,0.7782,1933,8190
1.8751,0.9031,1.0792,3657,10600
1.7708,0.9542,0.9031,5309,9564
2.8048,1.4914,1.5051,10425,8461
2.0253,1.0,1.2041,2796,10883
2.1553,1.1461,1.1461,8195,6369
2.2504,1.2305,1.1761,3202,8904
2.2787,1.1461,1.301,440,3927
2.4843,1.4314,1.2787,13951,7026
2.0969,1.1461,1.0792,2269,6470
2.6803,1.3979,1.8129,6845,5445
3.2292,1.6532,1.9731,13798,4140
2.5132,1.1139,1.6812,7723,3406
2.3096,1.0414,1.5682,14373,1348
2.8537,1.3979,1.8389,6748,3755
2.4728,1.2041,1.6021,2969,2141
2.4786,1.1761,1.5441,15549,7133
2.3385,1.2041,1.4314,4356,4171
2.8716,1.3979,1.7559,14044,5629
2.2406,1.2041,1.301,4690,2346
2.2253,1.1461,1.415,200,4126
2.847,1.4624,1.7853,13421,4184
2.6628,1.2305,1.6335,11029,2966
2.7067,1.3222,1.716,5096,3917
2.2833,1.2041,1.4314,11108,1093
2.4843,1.0414,1.6628,12665,8230
2.5092,1.1761,1.6902,15198,5210
2.0899,1.0792,1.2305,10323,778
2.301,1.0792,1.3979,9579,9207
2.9207,1.3802,1.8451,12680,8157
2.2923,1.2553,1.3979,6040,10721
2.6335,1.3802,1.6128,11996,6026
2.7396,1.2041,1.7559,5428,6809
3.1959,1.5798,1.9345,3008,6259
3.3604,1.5051,2.1461,4775,1553
3.6866,1.6628,2.5052,14988,9927
3.7855,1.7781,2.4594,1929,7006
2.0864,1.1139,1.3617,10072,10660
2.4456,1.1461,1.6233,12143,5154
2.6637,1.3802,1.7076,15233,4934
1.9395,1.0792,1.2041,6465,2680
1.9956,1.2553,1.2041,14335,4683
3.1526,1.4314,2.2304,9589,5769
1.9395,1.0,1.1761,11100,3621
2.1367,1.1461,1.3617,1068,2578
2.233,0.9542,1.4472,13558,3725
2.3598,1.1761,1.3222,513,5035
3.4716,1.4771,2.444,11748,6588
2.5024,0.8451,1.7924,5300,4995
2.5478,1.1139,1.5682,620,3491
2.0607,0.9542,1.2787,5011,9483
2.0043,0.7782,1.4624,6120,7851
3.2865,1.1139,2.3838,13930,8486
2.1703,0.6990000000000001,1.7634,9881,631
2.415,1.1139,1.716,931,2566
3.5218,1.5185,2.3617,12237,6913
2.49,1.0792,1.7708,5775,6808
2.3927,1.2305,1.6021,3852,3212
2.0086,0.9031,1.1761,15425,9068
2.4728,1.1139,1.5563,8373,1716
3.7262,1.6021,2.3979,14780,7584
1.716,0.8451,1.1139,8851,10624
2.301,1.1139,1.3802,9675,4444
2.6702,1.2305,1.6902,11996,9889
2.8142,1.3979,1.6628,14299,8624
1.9685,0.9542,1.1461,7955,6926
3.8429,1.8195,2.3032,12004,5498
2.3874,1.415,1.3617,9574,4439
1.7076,1.2787,0.6990000000000001,9056,7364
1.9031,1.3617,0.8451,12845,9862
2.0828,1.1461,1.1139,12628,5462
1.9956,1.3802,0.9031,9162,3855
2.4014,1.2305,1.3617,15295,5445
1.7404,1.2787,0.6990000000000001,9688,1902
3.5356,1.8865,2.3222,4323,3412
2.4330000000000003,1.5911,1.2305,2018,8455
1.9494,1.0414,1.1139,6616,3922
2.1173,1.1461,1.1461,5603,5931
2.1399,1.1139,1.3617,10553,8437
1.8325,0.9542,1.1139,2446,1156
1.9542,0.9031,1.2041,3929,9044
1.8573,1.3802,0.9542,2417,5224
1.7559,0.8451,1.0792,406,3775
1.7993,0.9542,1.0414,10222,4018
2.0212,0.6990000000000001,1.5563,8294,1142
1.9345,0.6990000000000001,1.415,2693,7609
1.8692,0.4771,1.5185,11387,683
1.9138,1.6435,0.301,15565,796
1.8751,1.4771,0.6021,4085,959
1.9138,1.3617,0.6990000000000001,3527,9293
2.1004,1.0792,1.3424,6377,10689
1.2553,0.6021,0.6990000000000001,1713,9752
1.5441,1.1139,0.6990000000000001,7290,7072
2.1106,1.5051,1.0414,2187,5980
1.9542,1.2553,1.0792,8105,5058
2.9159,1.6532,1.5441,273,2110
3.2876,2.1761,1.8129,14494,5422
2.5933,1.1761,1.5911,6255,4193
2.9222,1.2041,2.0,9128,5607
2.2014,1.1461,1.3979,10847,5915
2.0531,1.0792,1.0792,6221,6304
2.0569,1.0,1.1761,1647,5999
2.0645,1.0,1.1761,627,4658
2.2279,0.9031,1.3802,8520,1684
3.5543,1.3222,2.4928,11165,650
3.2076,1.301,2.2041,10671,7092
2.8722,1.0792,2.0934,7244,8691
3.2898,1.3222,2.1673,1645,10585
2.9063,1.0792,2.1367,9678,3338
2.8507,0.9542,2.0334,13706,8930
2.9773,1.1461,2.0682,11631,7903
3.073,1.1461,2.1931,1803,1722
2.9983,1.1461,2.0756,4092,2769
2.8774,1.1461,2.0128,312,3361
2.9355,1.1461,2.0492,11397,2738
1.7853,1.0792,0.9031,6902,1945
2.2279,0.9542,1.6021,8306,3104
1.7324,1.1139,1.0792,870,10338
2.5224,1.3617,1.3424,7499,4765
2.5669999999999997,1.2305,1.5315,14229,10212
2.5563,1.3802,1.4771,10626,2208
2.2672,0.9031,1.4914,6089,6010
2.3541,1.0414,1.4314,9731,5054
4.5721,2.1271,2.6149,7484,6102
2.3617,1.3222,1.4472,7538,4133
3.1664,1.5051,1.7482,576,344
3.1082,1.415,1.9912,15027,8050
2.0294,0.7782,1.3979,7780,3489
2.8965,1.1139,2.1173,15194,7866
2.6222,1.1761,1.7559,963,8292
2.2648,1.0792,1.3424,4144,5408
2.415,1.2305,1.5441,11985,9387
2.8733,1.2787,1.8513,4926,3387
3.0009,1.8129,1.5563,8196,4
2.1399,1.0,1.3979,15445,10034
2.281,1.1761,1.2041,3767,5490
3.0233,1.5682,1.7404,6339,10059
1.8062,0.9031,1.1761,8610,3306
2.0374,1.2553,1.0414,2440,1755
1.7993,0.9542,1.0,4379,3828
2.1673,1.0,1.301,2920,5965
1.8865,0.9031,1.1761,8738,6207
2.1367,1.0414,1.2787,8298,7824
2.0043,1.0414,1.0792,3999,905
3.4444,2.2430000000000003,1.4472,15362,10811
2.4669,1.4624,1.3222,13087,10685
1.8921,1.0414,1.1139,1456,8683
1.8692,1.3424,0.7782,3344,2950
3.7795,2.0531,1.9731,4818,3170
1.9191,1.0792,0.9542,8862,10056
1.8573,1.0414,1.0,5218,7405
1.8633,1.0792,1.0792,3050,7039
2.444,1.1761,1.4914,13213,5804
1.9031,1.3802,0.6990000000000001,7437,8141
1.9191,1.0792,1.1461,13049,393
2.6117,1.2305,1.6721,7339,1894
2.0086,1.1139,1.1139,12710,7206
1.7404,0.9031,0.9542,15448,7118
2.1903,1.3617,1.2305,6829,4648
1.7559,0.9031,1.0,7852,5497
1.8692,0.8451,1.1139,14160,10474
2.1614,1.0,1.3222,14506,6950
1.9138,1.0,1.0414,2442,6694
1.7243,1.1761,0.8451,14492,4043
1.8513,1.0792,1.1139,3556,9133
1.8921,0.9542,1.0792,13639,4437
1.9494,1.0,1.0414,1847,1604
2.1732,1.0792,1.2041,242,5112
2.8943,1.7243,1.7243,8881,9906
1.716,0.9031,0.8451,8757,5396
1.9445,1.2041,1.0,6877,6110
2.1761,1.0,1.3802,12203,4130
2.0414,1.0792,1.0792,11285,9468
1.6233,0.7782,1.0414,14886,9592
1.8195,0.9031,1.0,1268,2504
1.6902,0.7782,1.0792,13440,182
2.4609,1.0792,1.6021,9463,3111
2.8176,1.3222,1.7924,4488,607
1.6532,0.8451,1.0,875,6090
1.3979,0.6990000000000001,0.8451,12400,3956
1.9085,0.9031,1.1761,5480,553
1.8325,0.8451,1.1139,3843,1862
2.5635,1.2553,1.4624,11,7743
2.2856,1.0792,1.3222,13204,9685
2.6181,1.2305,1.5441,432,2945
1.7324,0.9542,0.9542,12125,9076
1.8633,0.6990000000000001,1.301,84,3813
2.3503,1.1461,1.4624,8038,6069
2.5378,1.7324,1.4472,5605,5709
2.42,1.1461,1.4914,12953,7563
1.8325,0.9031,1.1761,6272,8135
2.0828,1.1461,1.0792,13246,7220
2.0128,1.0792,1.0414,7819,718
2.1430000000000002,0.8451,1.3979,13259,4234
2.1430000000000002,0.9031,1.415,2063,2237
2.2068,1.1139,1.2305,9074,2755
2.2253,1.2787,1.0414,13780,7711
2.9912,1.7993,1.4472,7789,6551
2.1761,1.0792,1.301,12215,1790
4.2971,2.3692,2.5011,4752,543
2.3962,1.2787,1.4771,13529,3891
2.3139,1.4624,1.1761,6213,10041
2.4502,1.3424,1.3617,1944,9708
2.3139,1.301,1.4472,7928,7720
2.3979,0.6990000000000001,1.8129,2868,4249
2.2304,0.9542,1.5185,1048,10169
1.8513,1.1139,1.0414,5312,1816
3.0938,1.8513,1.7324,5254,4122
1.7781,1.415,0.6021,3660,10399
1.8129,1.0414,1.0,3548,1832
2.4232,1.6335,1.1461,9549,8021
3.2945,1.5798,2.1732,15207,6078
2.3711,1.1761,1.6128,12750,7666
1.959,1.0,1.1761,12924,4991
3.4832,1.7993,2.4533,9614,3511
3.4299,1.5315,2.2201,13184,3299
3.0515,1.3979,2.0,10840,10790
1.7076,1.0414,0.9031,7826,2472
1.8389,1.1461,0.9542,5787,5225
3.4506,1.5185,2.1004,11873,2276
1.7924,1.2305,0.9031,9800,8880
3.905,1.8451,2.3032,7942,4474
1.8062,1.2553,0.7782,6926,3672
3.2455,1.415,2.2455,1736,9488
3.0682,0.9542,2.2279,5986,551
3.7893,1.8633,2.1761,14151,1878
2.017,1.1461,1.1761,11987,6137
2.617,1.0792,1.8921,9481,9014
2.2041,0.9542,1.4314,13472,5576
2.9722,1.3424,1.8751,2923,3033
2.6096,1.0792,1.7924,6172,5747
2.699,1.1461,1.8513,3246,7364
2.2742,1.2305,1.415,6072,6514
2.7259,1.301,1.7924,8714,5068
2.9786,1.301,1.9395,11618,8671
3.1758,1.301,2.1959,15417,2902
3.0026,1.415,1.9085,2645,8180
3.1055,1.3222,2.0294,4801,1524
3.2997,1.415,2.3096,12235,5941
3.5181,1.6233,2.2672,3733,10770
3.3581,1.6021,2.2455,12772,3113
3.0245,1.3617,2.1239,9665,10491
2.0128,1.2787,0.9542,4031,10330
2.2041,1.5563,1.0,9462,7746
2.2601,1.2305,1.2553,1088,4198
2.5403,1.0792,1.6721,9970,5430
2.0414,1.1461,1.1461,1545,8761
2.1614,1.3424,1.2553,273,6641
2.1644,1.2787,1.2305,8590,7737
2.1461,1.2041,1.1139,6297,4600
2.3117,1.0,1.4624,8669,2400
2.3541,1.301,1.2787,9426,2424
2.0531,0.9542,1.301,10767,378
2.1790000000000003,1.2041,1.2041,6328,9074
2.1206,1.2305,1.2787,10514,2280
2.3617,1.1761,1.3802,8525,4737
2.0414,0.9031,1.3222,13997,6006
2.1987,1.0414,1.3424,4300,7067
2.2201,1.1461,1.3424,14237,8703
2.1239,1.2305,1.1139,43,2544
2.1072,1.1461,1.2787,15680,203
2.3365,1.2041,1.301,3193,5049
2.1038,1.0792,1.2553,2316,3200
2.0682,1.0,1.1761,3362,89
2.0569,1.1461,1.1139,14993,6248
2.1461,1.0414,1.3222,15716,4174
2.1492,1.0792,1.2553,2790,2999
2.1139,1.0792,1.2041,2429,6672
2.1072,0.6990000000000001,1.6233,4734,10219
1.8129,1.4314,0.6990000000000001,10689,9367
2.0253,1.0414,1.1761,9370,3740
2.3856,1.3424,1.4314,10874,6408
2.4683,1.3424,1.3222,15080,4120
2.5717,1.3617,1.4472,9807,5352
2.3075,1.3979,1.2553,6474,7519
2.1818,1.3617,1.2041,8899,1181
2.5551,1.699,1.4314,4267,7491
1.7324,0.9542,1.0,14342,2660
2.2095,1.5051,1.2041,4891,7035
3.3137,1.5563,2.2553,3371,10191
3.2969,2.1173,2.1335,3056,6579
1.8261,1.0792,1.0,14357,2557
2.9232,1.3222,1.8808,11515,8918
1.7708,1.0,0.9542,6854,1537
2.7952,1.3802,1.8195,1552,3312
1.9031,1.2305,1.0792,4304,6847
1.7404,0.9542,1.0414,7066,4289
1.7924,0.7782,1.1461,3391,6682
1.8451,1.0,1.0414,4428,1736
1.8865,1.3617,0.8451,3048,3939
2.7348,1.7853,1.4314,173,2796
1.9345,0.8451,1.2787,8435,9273
2.7235,1.5051,1.4624,13445,10837
2.6656,1.2041,1.699,13164,89
2.7505,1.8692,1.415,13752,3908
2.4609,1.5185,1.3222,3241,8949
2.5635,1.6435,1.3617,14101,3419
2.3139,1.3617,1.1761,11161,4703
2.4297,1.5315,1.4314,11638,6719
2.3729,1.301,1.3617,2225,7265
2.3766,1.4624,1.1761,4075,2283
2.3856,1.2787,1.3424,3455,3392
2.5276,1.5315,1.5051,4493,3525
2.4048,1.5315,1.1461,13397,9717
2.3263,1.4914,1.4472,6057,3688
2.5575,1.4472,1.4314,11470,2634
2.1072,1.2787,1.0792,15064,10276
2.1072,1.2787,1.0792,3777,9959
2.8122,1.5682,1.6812,1767,5195
2.4594,1.5185,1.3222,12720,2269
2.6375,1.5185,1.4314,8987,7677
2.5832,1.6233,1.3979,6560,3960
2.3075,1.301,1.2787,3140,3887
3.2217,1.9956,1.6335,14344,9061
2.7903,1.3802,1.7853,8294,7395
2.3096,1.3979,1.3979,2843,423
2.2041,1.2553,1.2787,11903,1466
2.1644,1.2787,1.1461,14991,4702
2.3711,1.3222,1.2787,3404,2347
2.0253,1.0792,1.0792,253,5901
1.7324,0.8451,1.1461,10672,4790
1.7482,1.1461,0.8451,11837,9282
3.0726,1.699,1.6435,1716,5050
1.8195,0.9542,0.9542,494,4850
3.6774,1.3802,2.5752,15358,1530
1.9243,0.9542,1.2041,13404,5099
1.8261,1.0,0.9031,2360,2952
1.5441,0.9542,0.8451,15085,1942
1.7243,1.0,1.0,13882,10115
1.7708,1.1139,1.1139,12832,5547
1.8692,1.0792,1.2305,8635,3666
1.8692,1.2041,0.8451,68,4419
1.8325,1.0414,1.0,15188,5706
1.8633,0.9542,1.1761,8462,3354
1.7924,1.0792,0.9542,12455,9387
1.716,0.9542,0.9031,5788,1302
1.7853,1.2553,1.0414,6134,1293
1.9823,1.2553,1.0,3484,3294
1.7853,1.1139,0.9031,7926,5222
2.3802,1.301,1.3424,12583,4080
2.3424,1.1139,1.3617,6316,2717
1.5315,1.1461,0.6021,15031,9444
2.1703,0.9542,1.3802,14416,9293
2.0128,1.5051,1.1139,1955,4484
1.7404,0.8451,1.1139,9212,7578
2.5623,1.2305,1.5911,7319,8624
2.0374,0.9031,1.2553,6296,7697
1.5563,0.8451,1.1139,3350,1851
1.8325,0.7782,1.1461,5068,9674
1.9294,0.8451,1.2553,9059,5497
2.1004,0.9542,1.301,1337,1587
2.0043,0.9031,1.4314,10002,6102
2.7657,0.9031,2.0969,1799,4159
1.9638,1.0414,1.1139,12590,7828
2.1173,1.1461,1.0792,10836,2201
2.1303,1.0414,1.301,3358,6019
1.9191,0.8451,1.3979,9853,778
1.5911,1.0414,0.6990000000000001,602,3893
1.5051,0.9542,0.6021,6695,3438
1.6233,1.0414,0.8451,1831,5849
2.0756,1.0414,1.2553,11519,10210
1.5563,0.8451,0.9542,2873,1364
1.8062,0.7782,1.2305,2754,1035
1.6233,0.8451,1.0792,6445,360
1.7559,0.9542,1.0414,12894,8969
1.5315,0.8451,1.0414,8615,5592
1.5911,0.8451,0.9031,6767,9757
2.4786,1.415,1.301,1191,5406
2.0212,0.9542,1.301,16,8496
2.1004,1.1139,1.2305,5582,6353
2.0086,1.2041,1.0,6311,4545
2.3522,1.2041,1.4914,11958,9566
2.1139,1.4771,0.9542,4952,3309
2.0828,0.9542,1.4624,4050,7706
2.0645,0.8451,1.4314,8333,335
2.0043,1.0,1.2041,8822,7460
2.1903,1.0792,1.3424,7937,10571
2.1367,1.0,1.3979,7419,8043
2.356,1.0414,1.5798,3631,4242
2.1614,0.9542,1.5563,11751,10429
2.0453,0.8451,1.415,10360,6632
2.0682,0.9031,1.3617,11962,9359
2.0334,0.9542,1.301,7976,5836
2.0645,1.3979,1.0,1919,10672
1.7243,0.7782,1.0792,5021,3524
1.7781,1.6021,0.301,2569,1251
1.9912,0.8451,1.2787,6845,7755
1.7993,1.4314,0.4771,6269,1219
1.716,1.3222,0.4771,12185,3064
1.9638,1.6233,0.4771,9599,2159
1.9345,1.1461,1.2553,280,6876
1.9777,1.0414,1.0792,1315,9111
1.9085,1.0414,1.0792,10091,9023
1.7324,1.3424,0.4771,981,8089
2.9004,2.5224,0.4771,1885,6946
1.716,1.3424,0.4771,15398,8632
1.8325,1.5051,0.4771,9207,8228
1.7076,1.3424,0.4771,11762,4104
1.8129,1.6021,0.301,9664,9574
1.9345,1.5315,0.4771,10859,8242
1.7404,0.9031,1.0792,10516,1251
2.238,1.8325,0.4771,11017,6129
1.8808,1.0,1.0,460,9983
1.7482,1.0,0.9542,2395,7301
1.7634,1.4624,0.4771,773,7215
1.7243,1.5051,0.4771,2077,2390
1.7708,1.6233,0.4771,1036,9173
1.8062,1.5051,0.4771,2338,10807
1.7324,1.5798,0.301,7693,5115
2.3201,1.4314,1.2553,11549,5793
2.1931,1.3222,1.2305,15302,7807
1.7404,1.2553,0.6990000000000001,5048,3495
1.8692,1.3617,1.0,7276,71
1.7076,1.0414,0.9031,2999,4760
1.8865,1.2305,0.7782,6495,5305
1.9191,1.301,0.9542,11753,425
1.959,1.0,1.2305,2113,8231
1.5441,0.9031,1.0,3495,2407
2.2227,0.9542,1.5185,291,4041
2.2878,1.0414,1.4771,15351,7413
1.5441,1.0414,0.6021,15255,3583
2.1239,1.3424,1.2787,12351,5778
3.2951,1.9031,1.6628,12662,9558
1.8389,1.2305,0.9031,6707,3016
2.1553,1.3979,1.0414,3206,4237
2.1004,1.2305,1.2041,4012,7555
2.316,1.4472,1.1139,2478,194
2.9345,1.6128,1.5911,14479,1758
2.5302,1.4314,1.3979,10049,2440
1.7404,1.2787,0.6021,1679,217
2.5809,1.6721,1.2787,14980,3890
1.7243,1.2041,0.7782,11413,7827
1.8261,1.2041,0.9542,1018,4691
1.8808,1.3222,0.8451,8002,7279
1.8633,1.3979,0.6990000000000001,727,83
2.0086,1.3424,1.2305,12571,8966
1.3802,0.9031,0.6990000000000001,7215,6904
1.7781,1.1139,0.9542,2019,3605
1.9777,1.3802,0.9542,8516,5306
1.7993,1.1461,1.1139,9850,1177
2.1367,1.2041,1.2553,1366,9947
1.7781,1.2305,1.0792,15592,10148
2.1732,1.4314,1.1139,5988,5511
2.4281,1.4624,1.4624,13515,3601
1.9731,1.3979,1.0,8300,2349
1.8261,1.2305,0.9542,12503,3679
1.7324,1.1761,0.9542,9325,10489
1.9191,1.3222,1.1139,2061,7399
1.8751,1.1761,1.0792,12077,6175
2.5024,1.3802,1.2787,8631,844
2.3096,1.301,1.2787,4095,4852
2.3201,1.5185,1.1761,920,567
2.5172,1.4914,1.3424,4487,1092
2.4487,1.415,1.3802,15546,5789
2.2304,1.301,1.2553,617,5212
2.4425,1.3802,1.4624,1188,1247
2.3032,1.2553,1.3617,9822,192
1.8325,1.0,1.2553,7835,5814
1.9868,1.0,1.3424,10849,4790
2.6551,1.6128,1.3979,9691,1672
2.3802,1.3617,1.2305,15263,3638
2.3711,1.3979,1.2787,7062,1876
2.3201,1.6435,1.0792,12884,7006
2.4757,1.4771,1.2553,14410,2166
2.5502,1.7404,1.2553,12385,1632
2.4829,1.5185,1.2787,5538,4308
2.8267,1.6902,1.4472,13716,9393
2.4362,1.4472,1.2041,13020,8477
2.4579,1.4914,1.2305,293,9287
2.4654,1.4624,1.1761,10242,10733
2.6222,1.5185,1.4914,7796,8562
2.0128,1.301,1.2041,15727,2442
